,id,name,railway,public_transport,station_code,network,internet_access,lat,lon,Station Code,Station Name,District,State,Trains passing through
18,248543645,Kuppam,station,station,KPN,IR,no,12.74728,78.3403626,KPN,Kuppam,Chittoor,Andhra Pradesh,33
19,248543699,Mulanur,station,station,MAR,IR,no,12.662548000000001,78.4067546,MAR,Mulanur,Chittoor,Andhra Pradesh,4
20,248543770,Patchur,station,station,PU,IR,no,12.586530900000001,78.46973290000001,PU,Patchur,Tirupattur,Tamil Nadu,4
21,249823635,Ramesh Nagar,station,station,,Delhi Metro,,28.652744400000003,77.1316496,,,,,
22,252584508,Anand Vihar,station,station,ANVR,Indian Railways,no,28.649810600000002,77.3144992,ANVR,Anand Vihar,East,Delhi,2
23,252584703,Kalipahari,station,station,KPK,IR,,23.6648496,87.0162555,KPK,Kalipahari,Paschim Bardhaman,West Bengal,0
24,252584717,Dankuni,station,station,DKAE,IR,,22.677960900000002,88.29076260000001,DKAE,Dankuni,Hooghly,West Bengal,1
25,252584722,Sealdah,station,station,SDAH,IR,yes,22.567966100000003,88.3711047,SDAH,Kolkata Sealdah,Howrah,West Bengal,54
26,253454039,Bengaluru East,station,station,BNCE,IR,no,13.0011462,77.6183453,BNCE,Bangalore East,Bangalore,Karnataka,20
27,256777901,Kanchipuram,station,station,CJ,IR,no,12.8483107,79.705073,CJ,Kanchipuram,Kanchipuram,Tamil Nadu,4
28,261716087,Walajabad,station,station,WJ,IR,no,12.796826500000002,79.8185833,WJ,Walajabad,Kanchipuram,Tamil Nadu,0
29,261716103,Kanchipuram East,station,station,CJE,IR,no,12.8408612,79.7121979,CJE,Kanchipuram East,Kanchipuram,Tamil Nadu,0
30,262308384,Pattabiram Military Siding,station,station,PTMS,IR,no,13.1373759,80.0601177,PTMS,Pattabiram Military,Thiruvallur,Tamil Nadu,0
31,257720799,Hoshiarpur,station,station,HSX,IR,no,31.5243314,75.90599590000001,HSX,Hoshiarpur,Hoshiarpur,Punjab,2
32,267158149,Tirumalpur,station,station,TMLP,IR,wlan,12.956566800000001,79.67376270000001,TMLP,Tirumalpur,Kanchipuram,Tamil Nadu,0
33,268217229,Patel Nagar,station,station,,Delhi Metro,,28.645012700000002,77.1692817,,,,,
34,268381455,Rithala,station,station,,Delhi Metro,,28.7208064,77.10718130000001,,,,,
35,268381457,Pratap Nagar,station,station,,Delhi Metro,,28.666717700000003,77.1988974,,,,,
36,268381463,Pul Bangash,station,station,,Delhi Metro,,28.6664068,77.2074156,,,,,
37,268381477,Kashmere Gate,station,station,,Delhi Metro,,28.6674493,77.2282488,,,,,
38,269201529,Kozhikode,station,station,CLT,IR,wlan,11.2459092,75.7803858,CLT,Kozhikode,Kozhikode,Kerala,107
39,266585003,Etawah Junction,station,station,ETW,IR,no,26.786930400000003,79.02093590000001,ETW,Etawah,Etawah,Uttar Pradesh,64
40,276561422,Ambivli,station,station,ABY,IR,,19.267645,73.1718625,ABY,Ambivli,Thane,Maharashtra,0
41,276561622,Titwala,station,station,TLA,IR,no,19.296341400000003,73.2032791,TLA,Titvala,Thane,Maharashtra,0
42,276561755,Khadavli,station,station,KDV,IR,no,19.356724,73.2190375,KDV,Khadavli,Thane,Maharashtra,0
43,276562459,Vithalwadi,station,station,VLDI,IR,no,19.228396,73.1495166,VLDI,Vithalwadi,Thane,Maharashtra,0
44,276562803,Ambernath,station,station,ABH,IR,no,19.209413100000003,73.18519620000001,ABH,Ambarnath,Thane,Maharashtra,0
45,276563224,Badlapur,station,station,BUD,IR,no,19.166623700000002,73.2389064,BUD,Badlapur,Thane,Maharashtra,0
46,276569986,Lonavala,station,station,LNL,IR,no,18.7503694,73.4069436,LNL,Lonavala,Pune,Maharashtra,130
47,279318170,Aruvankadu,station,station,AVK,IR,no,11.359534400000001,76.76961100000001,AVK,Aravankadu,Nilgiris,Tamil Nadu,2
48,279318171,Ketti,station,station,KXT,IR,yes,11.381791100000001,76.7376133,KXT,Ketti,Nilgiris,Tamil Nadu,2
49,279318172,Udhagamandalam,station,station,UAM,IR,wlan,11.4051694,76.6963387,UAM,Udagamandalam,Nilgiris,Tamil Nadu,2
50,279318254,Hill Grove,station,station,HLG,IR,no,11.3420141,76.83566490000001,HLG,Hillgrove,Nilgiris,Tamil Nadu,2
51,279954205,Kallar,station,station,QLR,IR,no,11.338553500000002,76.88290640000001,QLR,Kallar,Nilgiris,Tamil Nadu,2
52,288370387,Erode Junction,station,station,ED,IR,wlan,11.328625800000001,77.7257896,ED,Erode Jn,Erode,Tamil Nadu,169
53,289582025,Khairatabad,station,station,KQD,IR,no,17.4129744,78.46105820000001,KQD,Khairatabad Dcn,Hyderabad,Telangana,0
54,289582401,Necklace Road,station,station,NLRD,IR,no,17.4233355,78.46318570000001,NLRD,Necklace Road,Hyderabad,Telangana,0
55,292671742,Birapatti,station,station,BRPT,IR,,25.406185500000003,82.91304600000001,BRPT,Birapatti,Varanasi,Uttar Pradesh,1
56,293269947,Kashi,station,station,KEI,,,25.3268078,83.0318039,KEI,Kashi,Varanasi,Uttar Pradesh,24
57,297649087,Ajni,station,station,AJNI,IR,no,21.1269226,79.0825751,AJNI,Ajni,Nagpur,Maharashtra,29
58,298611723,Mulki,station,station,MULK,IR,no,13.068958,74.8052727,MULK,Mulki,Dakshina Kannada,Karnataka,18
59,298616683,Badnera Junction,station,station,BD,IR,no,20.857061100000003,77.7321821,BD,Badnera Jn,Amravati,Maharashtra,98
60,298620871,Kaotha,station,station,KAOT,IR,no,20.7373659,78.3773822,KAOT,Kaotha,Wardha,Maharashtra,0
61,298665222,Kanhan Junction,station,station,KNHN,IR,no,21.224885,79.23680870000001,KNHN,Kanthan Jn,Nagpur,Maharashtra,0
62,300062249,Padil,station,station,PADL,IR,no,12.8752966,74.894361,PADL,Padil,Dakshina Kannada,Karnataka,0
63,304278622,Anna Nagar West,station,station,ANNG,IR,no,13.098538600000001,80.2010061,,,,,
64,304281114,Cheruvattur,station,station,CHV,IR,no,12.2145179,75.154426,CHV,Charvattur,Kasaragod,Kerala,16
65,304986468,Neyyattinkara,station,station,NYY,IR,no,8.4100639,77.08162750000001,NYY,Neyyattinkara,Thiruvananthapuram,Kerala,12
